"Part","Description","ClassID","Costing Method","Qty On Hand","Last Labor","Last Material","Last Burden","Last Subcontract","LastUnit","LastExtend","Avg. Labor","Avg. Material","Avg. Burden","Avg. Subcontract","AvgUnit","AvgExtend","Std. Labor","Std. Burden","Std. Material","Std. Subcontract","Std. Material Burden","STDUnit","StdExtended","Type"
"0106756-70","Union Nut - alum","FIN","A",2.00,0.00000,0.00000,21.07000,0.00000,21.070,0.000,0.00000,0.00000,21.07000,0.00000,21.070,42.140,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"0106756-80","Union Nut - alum","FIN","A",3.00,0.00000,0.00000,116.76000,0.00000,116.760,0.000,0.00000,0.00000,116.76000,0.00000,116.760,350.280,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"0106757-41","Gland Nut - Alum","FIN","A",2.00,0.00000,0.00000,139.60000,0.00000,139.600,0.000,0.00000,0.00000,139.60000,0.00000,139.600,279.200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"0106757-61","TMCX GLAND NUT","FIN","A",1.00,0.00000,0.00000,161.30000,0.00000,161.300,0.000,0.00000,0.00000,161.30000,0.00000,161.300,161.300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"0106805-422","Hub Body - Brass","FIN","A",3.00,0.00000,65.39170,0.00000,0.00000,65.392,0.000,0.00000,65.39170,0.00000,0.00000,65.392,196.175,0.00000,0.00000,65.39170,0.00000,0.00000,65.39,0.00,"M"
"0107-1.75","AISI-1045 , 1.75"" square","RAW","S",0.00,0.00000,25.66000,0.00000,0.00000,25.660,0.000,0.00000,25.66000,0.00000,0.00000,25.660,0.000,0.00000,0.00000,25.66000,0.00000,0.00000,25.66,0.00,"P"
"0108-0070F","CUSTOM ESI DEEP PELVIC RETRACTOR, STANDARD, FAZIO HANDLE, LIGHT...","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"0108-0070F","CUSTOM ESI DEEP PELVIC RETRACTOR, STANDARD, FAZIO HANDLE, LIGHT...","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"0108-0072F","CUSTOM ESI DEEP PELVIC RETRACTOR, NARROW, FAZIO HANDLE, LIGHT C...","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"0108-0072F","CUSTOM ESI DEEP PELVIC RETRACTOR, NARROW, FAZIO HANDLE, LIGHT C...","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"0108-0082","ESI Perforated Deep Pelvic Retractor, 50mm Wide (no light or suction)","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"0108-0082","ESI Perforated Deep Pelvic Retractor, 50mm Wide (no light or suction)","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"0108-0182","Improved mammary retractor with teeth and suction custom","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"0108-0182","Improved mammary retractor with teeth and suction custom","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"0108-0189","SOLID BLADE BREAST RETRACTOR, BLADE 9.2CM X 2.5CM WITH TEE...","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"0108-0189","SOLID BLADE BREAST RETRACTOR, BLADE 9.2CM X 2.5CM WITH TEE...","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"0108-0194L","ESI LONG NARROW MAMMOPLASTY RETRACTOR WITH SUCTION. ACMI ...","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"0108-0194L","ESI LONG NARROW MAMMOPLASTY RETRACTOR WITH SUCTION. ACMI ...","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"0108-0195G","ESI LIGHT WEIGHT NARROW MAMMOPLASTY RETRACTOR WITH GRIP H...","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"0108-0195G","ESI LIGHT WEIGHT NARROW MAMMOPLASTY RETRACTOR WITH GRIP H...","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"01-1300-086","ACMI Male with .086 Hole","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"01-1300-191","ESI ACMI MALE","FIN","A",0.00,0.00000,0.21300,1.58230,0.00000,1.795,0.000,0.00000,0.21300,1.58230,0.00000,1.795,0.000,0.00000,0.00000,0.21300,0.00000,0.00000,0.21,0.00,"M"
"01169-000-00","Plate","FIN","A",0.00,0.00000,18.47000,0.00000,0.00000,18.470,0.000,0.00000,18.47000,0.00000,0.00000,18.470,0.000,0.00000,0.00000,18.47000,0.00000,0.00000,18.47,0.00,"M"
"01224-012-00","YOKE, RELAY","FIN","A",0.00,7.20840,0.00000,15.52680,9.37900,32.114,0.000,7.20840,0.00000,15.52680,9.37900,32.114,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"01224-020-00","Yoke","FIN","A",0.00,0.00000,0.00000,58.52000,0.00000,58.520,0.000,0.00000,0.00000,58.52000,0.00000,58.520,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"01224-037-00","Yoke","FIN","A",0.00,0.25450,0.00000,0.86180,3.57420,4.691,0.000,0.25450,0.00000,0.86180,3.57420,4.691,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"0125X01875-SS-DWL","1/8"" Diam x 3/16"" Pin Length 416 Stainless Steel Precision Dowel Pin
Passivated Finish, C 36-42 Hardness, 2 Beveled End
MSC Part #: 88231469 (BOX OF 50)","RAW","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"01273-004-00","WASHER                        
D.B. ROBERTS #SLW10-STL-ZI

.190ID X .334 OD. .047 THICK","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"01273-006-ON","Lock Washer, .252 ID., .487 OD., .062 thk. lock   DB Roberts","FIN","A",0.00,0.00000,0.02000,0.00000,0.00000,0.020,0.000,0.00000,0.01560,0.00000,0.00000,0.016,0.000,0.00000,0.00000,0.01560,0.00000,0.00000,0.02,0.00,"P"
"01273-008-ON","Washer, .377 ID., .680 OD., .094 thk. lock","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.02500,0.00000,0.00000,0.03,0.00,"P"
"01332-058-00","BUSS BAR","FIN","A",0.00,0.00000,0.00000,49.73000,0.00000,49.730,0.000,0.00000,0.00000,49.73000,0.00000,49.730,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"01403-014-00","PLATE","FIN","A",0.00,0.00000,0.00000,41.94000,0.00000,41.940,0.000,0.00000,0.00000,41.94000,0.00000,41.940,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"01543-000-XB","Cast Silicon Brass, UNS C87500 per 81C0010","CUS","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.02500,0.00000,0.00000,0.03,0.00,"P"
"01543-001-00","BRUSH HOLDER RH","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"01551-000-XB","Cast Silicon Brass, UNS C87500 per 81C0010","CUS","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"01551-001-00","BRUSH HOLDER LH","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"01551-001-XB","Cast Silicon Brass","CUS","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"016-100-1003","Stroke Stopper","FIN","A",43.00,2.16230,0.22700,2.97690,0.00000,5.366,0.000,1.66000,0.15540,2.99700,0.00000,4.812,206.933,1.66000,2.99700,0.15540,0.00000,0.00000,4.81,0.00,"M"
"016-101-1013","CLAMP TROLLEY","FIN","A",30.00,0.00000,0.00000,99.70000,0.00000,99.700,0.000,0.00000,0.00000,99.70000,0.00000,99.700,2991.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"016-101-1018","SPRING GUIDE PIN","FIN","A",0.00,0.74440,0.05210,1.94160,1.90000,4.638,0.000,1.05100,0.75690,0.64010,0.95440,3.402,0.000,0.74440,1.94160,0.05210,1.90000,0.00000,4.64,0.00,"M"
"016-102-1001","MAIN FRAME","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"P"
"016-102-1002","BALL BRACKET","FIN","A",0.00,293.46930,62.69470,176.41930,0.30470,532.888,0.000,293.46930,62.69470,176.41930,0.30470,532.888,0.000,0.00000,0.00000,62.69470,0.00000,0.00000,62.69,0.00,"M"
"016-102-1003","KNOB BRACKET","FIN","A",0.00,169.31880,40.24040,60.96670,0.00000,270.526,0.000,169.31880,40.24040,60.96670,0.00000,270.526,0.000,0.00000,0.00000,40.24040,0.00000,0.00000,40.24,0.00,"M"
"016-103-1005","Ball","FIN","A",0.00,0.00000,6.32630,0.00000,0.00000,6.326,0.000,11.65420,18.62550,26.59820,0.00000,56.878,0.000,11.68090,26.69600,18.44500,0.00000,0.00000,56.82,0.00,"M"
"016-103-1009","S Rod Seal Plate","FIN","S",6.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,47.29000,107.93000,13.57000,0.00000,0.00000,168.79,1,012.74,"M"
"016-103-1010","L Rod Seal Sleeve","FIN","A",0.00,1.14310,1.86970,2.58890,1.00000,6.602,0.000,1.18500,1.86430,2.65600,1.00000,6.705,0.000,0.00000,0.00000,1.44870,0.00000,0.00000,1.45,0.00,"M"
"016-103-1011","TENSION ADJUSTMENT SCREW","FIN","A",197.00,0.00000,0.00000,4.15000,0.00000,4.150,0.000,0.00000,0.00000,4.15000,0.00000,4.150,817.550,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"016-104-1001","TUBE","FIN","A",65.00,0.01000,0.00000,0.00000,0.00000,0.010,0.000,0.05020,0.00000,0.00000,206.67350,206.724,13437.041,0.00000,0.00000,145.00000,0.00000,0.00000,145.00,0.00,"M"
"016-104-1003","FLOATING FLANGE","FIN","A",0.00,5.70870,1.35740,11.22420,0.53300,18.823,0.000,5.70870,1.35740,11.22420,0.53300,18.823,0.000,5.70870,11.22420,1.35740,0.53300,0.00000,18.82,0.00,"M"
"016-105-1001","HOUSING","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"016-105-1003","BRAKE PAD","FIN","A",0.00,3.19260,0.76160,6.85030,0.70000,11.505,0.000,3.19260,0.76160,6.85030,0.70000,11.505,0.000,0.00000,2.47690,0.44720,0.32660,0.00000,3.25,0.00,"P"
"016-105-1009","S Rod Seal Ring","FIN","A",0.00,3.33170,0.28210,6.66710,0.90000,11.181,0.000,6.54500,0.46780,11.98450,0.95000,19.947,0.000,6.54500,11.98450,0.46780,0.95000,0.00000,19.95,0.00,"M"
"016-106-1004","Overlap Ring","FIN","S",3.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"016-106-1005","Teflon Bearing","FIN","A",0.00,1.59370,0.58180,3.64140,0.00000,5.817,0.000,1.54360,0.57270,3.31030,0.00000,5.427,0.000,2.88590,5.71990,0.48000,0.00000,0.00000,9.09,0.00,"M"
"016-107-1007","Tension Adjustment Screw","FIN","S",33.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"016-107-1008","S Rod Seal Plate","FIN","A",6.00,2.72330,0.23970,6.19870,0.95000,10.112,0.000,2.72850,0.23920,6.20040,0.95000,10.118,60.709,3.30940,7.58600,0.18170,0.95000,0.00000,12.03,0.00,"M"
"016-107-1011","Tension Adjustment Ring","FIN","S",7.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"016-107-1013","Upper Ball","FIN","A",0.00,9.53580,7.15370,21.96000,0.00000,38.650,0.000,9.53580,7.15370,21.96000,0.00000,38.650,0.000,12.39800,29.12760,6.70600,0.00000,0.00000,48.23,0.00,"M"
"016-111-1002","PEDAL PISTON","FIN","A",16.00,0.00000,0.00000,12.74000,0.00000,12.740,0.000,0.00000,0.00000,12.74000,0.00000,12.740,203.840,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"016-111-1005","Link","FIN","S",4.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"016-111-1012","Pedal Shaft","FIN","S",43.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"016-111-1013","Seal Plate","FIN","A",0.00,5.92490,0.93370,12.72490,1.01520,20.599,0.000,5.92490,0.93370,12.72490,1.01520,20.599,0.000,5.04400,9.86960,0.70430,0.00000,0.00000,15.62,0.00,"M"
"016-111-1014","3MM SHIM","FIN","A",450.00,0.00000,0.00000,0.89000,0.00000,0.890,0.000,0.00000,0.00000,0.89000,0.00000,0.890,400.500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"016-111-1019","RIGHT PEDAL ARM","FIN","A",6.00,0.00000,0.00000,28.40000,0.00000,28.400,0.000,0.00000,0.00000,28.40000,0.00000,28.400,170.400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"018-0371","COIL","FIN","A",1.00,0.00000,0.00000,78.83000,0.00000,78.830,0.000,0.00000,0.00000,78.83000,0.00000,78.830,78.830,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"018-0859","COIL-  print 6293219x1","FIN","A",4.00,0.00000,0.00000,380.20000,0.00000,380.200,0.000,0.00000,0.00000,380.20000,0.00000,380.200,1520.800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"02-0002","Love Nerve Retractor, Straight","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,47.00000,0.00000,47.00000,0.00000,0.00000,94.00,0.00,"M"
"02-0002","Love Nerve Retractor, Straight","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,47.00000,0.00000,47.00000,0.00000,0.00000,94.00,0.00,"M"
"02-0004","Love Nerve Retractor, 45 degree","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,52.00000,0.00000,52.00000,0.00000,0.00000,104.00,0.00,"M"
"02-0004","Love Nerve Retractor, 45 degree","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,52.00000,0.00000,52.00000,0.00000,0.00000,104.00,0.00,"M"
"02-0006","Love Nerve Retractor, 90 degree","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,52.00000,0.00000,52.00000,0.00000,0.00000,104.00,0.00,"M"
"02-0006","Love Nerve Retractor, 90 degree","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,52.00000,0.00000,52.00000,0.00000,0.00000,104.00,0.00,"M"
"02-0010","Scoville Nerve Root Retractor, Straight","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,52.00000,0.00000,52.00000,0.00000,0.00000,104.00,0.00,"M"
"02-0010","Scoville Nerve Root Retractor, Straight","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,52.00000,0.00000,52.00000,0.00000,0.00000,104.00,0.00,"M"
"02-0012","Scoville Nerve Root Retractor, Angled","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,52.00000,0.00000,52.00000,0.00000,0.00000,104.00,0.00,"M"
"02-0012","Scoville Nerve Root Retractor, Angled","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,52.00000,0.00000,52.00000,0.00000,0.00000,104.00,0.00,"M"
"02-0020","Cushing Nerve & Vein Retractor","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,47.00000,0.00000,47.00000,0.00000,0.00000,94.00,0.00,"M"
"02-0020","Cushing Nerve & Vein Retractor","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,47.00000,0.00000,47.00000,0.00000,0.00000,94.00,0.00,"M"
"02-0022","Cushing Decompression Retractor","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,52.00000,0.00000,52.00000,0.00000,0.00000,104.00,0.00,"M"
"02-0022","Cushing Decompression Retractor","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,52.00000,0.00000,52.00000,0.00000,0.00000,104.00,0.00,"M"
"02-0036","Sachs Nerve Separator & Spatula","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,47.00000,0.00000,47.00000,0.00000,0.00000,94.00,0.00,"M"
"02-0036","Sachs Nerve Separator & Spatula","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,47.00000,0.00000,47.00000,0.00000,0.00000,94.00,0.00,"M"
"02-0053","Frazier Brain Retractor, Narrow","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,47.00000,0.00000,47.00000,0.00000,0.00000,94.00,0.00,"M"
"02-0053","Frazier Brain Retractor, Narrow","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,47.00000,0.00000,47.00000,0.00000,0.00000,94.00,0.00,"M"
"02-0057","Frazier Brain Retractor, Broad","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,52.00000,0.00000,52.00000,0.00000,0.00000,104.00,0.00,"M"
"02-0057","Frazier Brain Retractor, Broad","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,52.00000,0.00000,52.00000,0.00000,0.00000,104.00,0.00,"M"
"02-0062","Meyerding Lam. Retr., 5/8"" x  2""","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,70.00000,0.00000,70.00000,0.00000,0.00000,140.00,0.00,"M"
"02-0062","Meyerding Lam. Retr., 5/8"" x  2""","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,70.00000,0.00000,70.00000,0.00000,0.00000,140.00,0.00,"M"
"02-0064","Meyerding Lam. Retr., 1""  x  3""","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,70.00000,0.00000,70.00000,0.00000,0.00000,140.00,0.00,"M"
"02-0064","Meyerding Lam. Retr., 1""  x  3""","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,70.00000,0.00000,70.00000,0.00000,0.00000,140.00,0.00,"M"
"02-0066","Meyerding Lam. Retr., 2""  x 3-1/2""","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,70.00000,0.00000,70.00000,0.00000,0.00000,140.00,0.00,"M"
"02-0066","Meyerding Lam. Retr., 2""  x 3-1/2""","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,70.00000,0.00000,70.00000,0.00000,0.00000,140.00,0.00,"M"
"02-0070","Meyerding Self-Retaining Retr., 3/4""  x  2-3/8""","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,100.00000,0.00000,100.00000,0.00000,0.00000,200.00,0.00,"M"
"02-0070","Meyerding Self-Retaining Retr., 3/4""  x  2-3/8""","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,100.00000,0.00000,100.00000,0.00000,0.00000,200.00,0.00,"M"
"02-0071","Meyerding Self-Retaining Retr., 1""  x  1-3/4""","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,100.00000,0.00000,100.00000,0.00000,0.00000,200.00,0.00,"M"
"02-0071","Meyerding Self-Retaining Retr., 1""  x  1-3/4""","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,100.00000,0.00000,100.00000,0.00000,0.00000,200.00,0.00,"M"
"02-0072","Meyerding Self-Retaining Retr., 1""  x  2-1/8""","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,100.00000,0.00000,100.00000,0.00000,0.00000,200.00,0.00,"M"
"02-0072","Meyerding Self-Retaining Retr., 1""  x  2-1/8""","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,100.00000,0.00000,100.00000,0.00000,0.00000,200.00,0.00,"M"
"02-0074","Meyerding Self-Retaining Retr., 1""  x  2-3/8""","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,100.00000,0.00000,100.00000,0.00000,0.00000,200.00,0.00,"M"
"02-0074","Meyerding Self-Retaining Retr., 1""  x  2-3/8""","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,100.00000,0.00000,100.00000,0.00000,0.00000,200.00,0.00,"M"
"02-0080","Taylor Spinal Retractor, 1-1/4""  x  3""","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,64.00000,0.00000,64.00000,0.00000,0.00000,128.00,0.00,"M"
"02-0080","Taylor Spinal Retractor, 1-1/4""  x  3""","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,64.00000,0.00000,64.00000,0.00000,0.00000,128.00,0.00,"M"
"02-0082","Taylor Spinal Retractor, 1-1/4""  x  4""","FIN","S",0.00,128.00000,0.00000,0.00000,0.00000,128.000,0.000,128.00000,0.00000,0.00000,0.00000,128.000,0.000,64.00000,0.00000,64.00000,0.00000,0.00000,128.00,0.00,"M"
"02-0082","Taylor Spinal Retractor, 1-1/4""  x  4""","FIN","S",0.00,128.00000,0.00000,0.00000,0.00000,128.000,0.000,128.00000,0.00000,0.00000,0.00000,128.000,0.000,64.00000,0.00000,64.00000,0.00000,0.00000,128.00,0.00,"M"
"0201-.5",".500 OD x 1ft  - Alloy 52 forged NiFe
per SAE-AMS I-23011","RAW","S",0.00,0.00000,45.85300,0.00000,0.00000,45.853,0.000,0.00000,45.85300,0.00000,0.00000,45.853,0.000,0.00000,0.00000,45.85300,0.00000,9.17060,55.02,0.00,"P"
"0201-.50","2011-T3 Aluminum Rod .500"" OD","RAW","S",0.00,0.00000,2.27500,0.00000,0.00000,2.275,0.000,0.00000,2.27500,0.00000,0.00000,2.275,0.000,0.00000,0.00000,2.27500,0.00000,0.45500,2.73,0.00,"P"
